"죄종별","범행동기별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"환경범죄","이욕","범죄자[명]","명","337","354","322","164","253","372","450","399","656","528",
"환경범죄","생활비","범죄자[명]","명","104","122","142","67","65","100","139","110","209","135",
"환경범죄","유흥비","범죄자[명]","명","1","1","2","","","1","1","-","1","-",
"환경범죄","도박비","범죄자[명]","명","1","","","","","","1","-","-","-",
"환경범죄","허영사치심","범죄자[명]","명","","2","","","","","-","-","-","-",
"환경범죄","치부","범죄자[명]","명","16","1","","","4","4","6","1","6","2",
"환경범죄","기타","범죄자[명]","명","215","228","178","97","184","267","303","288","440","391",
"환경범죄","사행심","범죄자[명]","명","1","2","8","2","21","13","6","8","35","17",
"환경범죄","보복","범죄자[명]","명","1","","1","","1","","-","-","-","-",
"환경범죄","가정불화","범죄자[명]","명","","","1","1","","1","-","-","1","-",
"환경범죄","호기심","범죄자[명]","명","18","15","14","12","10","5","4","7","5","4",
"환경범죄","유혹","범죄자[명]","명","11","4","12","4","5","28","11","10","8","-",
"환경범죄","우발적","범죄자[명]","명","48","40","47","32","30","47","56","45","86","70",
"환경범죄","현실불만","범죄자[명]","명","3","3","1","1","4","4","5","1","8","3",
"환경범죄","부주의","범죄자[명]","명","778","761","1046","839","821","1066","1207","1220","1446","996",
"환경범죄","기타","범죄자[명]","명","1494","1610","1720","1680","1613","1807","2049","1738","2080","2039",
"환경범죄","미상","범죄자[명]","명","422","458","416","401","418","459","590","638","763","672",
"교통범죄","계","범죄자[명]","명","524350","512076","536756","533126","549374","555352","484552","413147","383717","356446",
"교통범죄","이욕","범죄자[명]","명","8251","7834","5529","1315","1089","1202","1146","992","652","603",
"교통범죄","생활비","범죄자[명]","명","400","258","261","321","383","376","225","220","198","229",
"교통범죄","유흥비","범죄자[명]","명","6","12","8","6","9","12","7","8","1","4",
"교통범죄","도박비","범죄자[명]","명","1","3","","","5","2","1","-","1","-",
"교통범죄","허영사치심","범죄자[명]","명","7","4","9","3","3","3","11","2","4","19",
"교통범죄","치부","범죄자[명]","명","6","2","13","5","6","7","6","4","3","1",
"교통범죄","기타","범죄자[명]","명","7831","7555","5238","980","683","802","896","758","445","350",
"교통범죄","사행심","범죄자[명]","명","187","76","196","189","199","136","89","233","255","254",
"교통범죄","보복","범죄자[명]","명","4","3","12","","3","3","2","2","2","1",
"교통범죄","가정불화","범죄자[명]","명","233","174","209","192","162","160","120","88","89","86",
"교통범죄","호기심","범죄자[명]","명","1490","1535","1587","1387","1338","1622","1712","606","701","1426",
"교통범죄","유혹","범죄자[명]","명","2082","1767","1293","876","1300","1350","1198","730","469","488",
"교통범죄","우발적","범죄자[명]","명","39267","33334","33785","30450","29908","28692","26044","25804","24602","25588",
"교통범죄","현실불만","범죄자[명]","명","167","139","308","347","236","299","102","108","70","78",
"교통범죄","부주의","범죄자[명]","명","187583","182010","186010","184435","186037","179206","160586","137464","124880","112601",
"교통범죄","기타","범죄자[명]","명","169746","165428","182156","174684","168770","174876","147899","109571","85838","79180",
"교통범죄","미상","범죄자[명]","명","115340","119776","125671","139251","160332","167806","145654","137549","146159","136141",
"노동범죄","계","범죄자[명]","명","2641","2378","2309","2131","2395","5860","4964","2073","865","613",
"노동범죄","이욕","범죄자[명]","명","855","708","857","711","918","2188","1885","693","324","161",
"노동범죄","생활비","범죄자[명]","명","625","513","621","467","505","1110","1016","277","168","75",
"노동범죄","유흥비","범죄자[명]","명","11","11","6","2","","4","-","1","-","-",
"노동범죄","도박비","범죄자[명]","명","","","","","","3","-","-","-","-",
"노동범죄","허영사치심","범죄자[명]","명","3","","","","","2","-","-","-","-",
"노동범죄","치부","범죄자[명]","명","5","23","29","4","6","4","1","-","2","4",
"노동범죄","기타","범죄자[명]","명","211","161","201","238","407","1065","868","415","154","82",
"노동범죄","사행심","범죄자[명]","명","47","30","47","12","22","16","40","43","7","7",
"노동범죄","보복","범죄자[명]","명","1","","","","","","-","-","-","-",
"노동범죄","가정불화","범죄자[명]","명","","2","3","1","","3","2","1","-","-",
"노동범죄","호기심","범죄자[명]","명","","5","","","2","2","-","-","-","-",
"노동범죄","유혹","범죄자[명]","명","8","10","16","6","15","57","13","4","1","-",
"노동범죄","우발적","범죄자[명]","명","33","19","20","32","40","143","53","49","20","10",
"노동범죄","현실불만","범죄자[명]","명","","3","","","1","","-","1","1","-",
"노동범죄","부주의","범죄자[명]","명","135","140","113","138","139","261","379","223","80","60",
"노동범죄","기타","범죄자[명]","명","1244","1251","1034","956","1028","2779","2117","819","261","242",
"노동범죄","미상","범죄자[명]","명","318","210","219","275","230","411","475","240","171","133",
"안보범죄","계","범죄자[명]","명","160","126","152","90","174","151","251","187","545","678",
"안보범죄","이욕","범죄자[명]","명","16","20","10","","7","21","78","61","287","346",
"안보범죄","생활비","범죄자[명]","명","3","6","","","1","4","37","41","51","144",
"안보범죄","유흥비","범죄자[명]","명","","","2","","1","","-","-","8","8",
"안보범죄","도박비","범죄자[명]","명","","","","","","","1","-","-","-",
"안보범죄","허영사치심","범죄자[명]","명","","","","","","5","4","-","-","-",
"안보범죄","치부","범죄자[명]","명","","","","","","","-","-","-","-",
"안보범죄","기타","범죄자[명]","명","13","14","8","","5","12","36","20","228","194",
"안보범죄","사행심","범죄자[명]","명","","","","","1","1","2","7","7","10",
"안보범죄","보복","범죄자[명]","명","1","1","","","","","-","-","-","-",
"안보범죄","가정불화","범죄자[명]","명","","","","","","","-","-","-","-",
"안보범죄","호기심","범죄자[명]","명","4","4","","","","3","4","-","1","2",
"안보범죄","유혹","범죄자[명]","명","","","","","","","12","7","-","18",
"안보범죄","우발적","범죄자[명]","명","5","4","6","1","7","2","4","4","6","10",
"안보범죄","현실불만","범죄자[명]","명","29","23","14","13","7","8","13","6","7","4",
"안보범죄","부주의","범죄자[명]","명","1","","1","2","","1","-","2","10","5",
"안보범죄","기타","범죄자[명]","명","56","56","91","48","122","41","98","49","142","206",
"안보범죄","미상","범죄자[명]","명","48","18","30","26","30","74","40","51","85","77",
"선거범죄","계","범죄자[명]","명","400","1855","409","2800","1121","1525","787","3280","1180","1545",
"선거범죄","이욕","범죄자[명]","명","43","206","28","85","59","62","18","125","82","53",
"선거범죄","생활비","범죄자[명]","명","1","27","","10","1","","1","6","-","1",
"선거범죄","유흥비","범죄자[명]","명","","","","","","","-","-","-","-",
"선거범죄","도박비","범죄자[명]","명","","","","","","","-","-","-","-",
"선거범죄","허영사치심","범죄자[명]","명","","3","2","","","","-","-","-","2",
"선거범죄","치부","범죄자[명]","명","","1","","1","","1","-","1","-","-",
"선거범죄","기타","범죄자[명]","명","42","175","26","74","58","61","17","118","82","50",
"선거범죄","사행심","범죄자[명]","명","1","","","4","3","","-","11","-","5",
"선거범죄","보복","범죄자[명]","명","","2","","","","2","-","-","-","-",
"선거범죄","가정불화","범죄자[명]","명","","1","1","","","","-","2","-","1",
"선거범죄","호기심","범죄자[명]","명","","7","13","3","4","2","22","8","-","3",
"선거범죄","유혹","범죄자[명]","명","","15","1","8","4","3","7","6","13","1",
"선거범죄","우발적","범죄자[명]","명","2","70","19","87","29","68","114","171","131","108",
"선거범죄","현실불만","범죄자[명]","명","2","43","7","21","10","21","45","31","4","45",
"선거범죄","부주의","범죄자[명]","명","37","128","46","233","79","89","83","448","65","78",
"선거범죄","기타","범죄자[명]","명","237","948","208","1588","724","823","352","1462","548","664",
"선거범죄","미상","범죄자[명]","명","78","435","86","771","209","455","146","1016","337","587",
"병역범죄","계","범죄자[명]","명","22752","18359","23200","18523","18241","15659","14574","13254","11809","3164",
"병역범죄","이욕","범죄자[명]","명","1174","1196","1157","336","379","292","315","288","240","71",
"병역범죄","생활비","범죄자[명]","명","190","214","228","180","179","135","158","160","118","26",
"병역범죄","유흥비","범죄자[명]","명","3","","2","3","","","-","-","-","-",
"병역범죄","도박비","범죄자[명]","명","","","1","1","","","1","-","-","-",
"병역범죄","허영사치심","범죄자[명]","명","","","","","","1","-","-","-","-",
"병역범죄","치부","범죄자[명]","명","1","2","","1","1","","2","4","1","-",
"병역범죄","기타","범죄자[명]","명","980","980","926","151","199","156","154","124","121","45",
"병역범죄","사행심","범죄자[명]","명","4","7","8","7","11","7","7","13","10","6",
"병역범죄","보복","범죄자[명]","명","1","3","","5","","","-","-","-","-",
"병역범죄","가정불화","범죄자[명]","명","29","35","56","36","39","35","26","19","18","6",
"병역범죄","호기심","범죄자[명]","명","2","2","1","1","5","5","5","4","2","-",
"병역범죄","유혹","범죄자[명]","명","2","6","7","11","11","1","2","3","2","3",
"병역범죄","우발적","범죄자[명]","명","160","205","305","307","274","215","187","269","247","89",
"병역범죄","현실불만","범죄자[명]","명","58","50","55","34","53","46","49","64","55","31",
"병역범죄","부주의","범죄자[명]","명","3172","3666","5131","4376","4219","3884","4148","4191","4049","827",
"병역범죄","기타","범죄자[명]","명","10536","11959","14656","12591","12466","10510","9237","7788","6626","1844",
"병역범죄","미상","범죄자[명]","명","7614","1230","1824","819","784","664","598","615","560","287",
"기타범죄","계","범죄자[명]","명","224781","208432","213524","230854","241747","310870","272830","247023","256000","244539",
"기타범죄","이욕","범죄자[명]","명","33937","28231","27138","27404","28575","35303","32312","26807","26156","21189",
"기타범죄","생활비","범죄자[명]","명","18458","13872","14759","14114","12834","15551","13800","10751","9736","7934",
"기타범죄","유흥비","범죄자[명]","명","412","512","509","366","267","317","216","138","111","116",
"기타범죄","도박비","범죄자[명]","명","77","35","41","66","48","57","65","71","58","35",
"기타범죄","허영사치심","범죄자[명]","명","127","55","88","88","68","80","91","59","69","34",
"기타범죄","치부","범죄자[명]","명","797","552","331","326","266","374","310","520","177","74",
"기타범죄","기타","범죄자[명]","명","14066","13205","11410","12444","15092","18924","17830","15268","16005","12996",
"기타범죄","사행심","범죄자[명]","명","3284","2677","2686","2822","2406","2391","1912","1904","2538","1840",
"기타범죄","보복","범죄자[명]","명","62","51","47","58","54","46","50","39","28","62",
"기타범죄","가정불화","범죄자[명]","명","430","455","541","554","849","1366","1532","1471","1793","1911",
"기타범죄","호기심","범죄자[명]","명","4152","2537","2662","2565","2049","5794","3087","1801","1907","1868",
"기타범죄","유혹","범죄자[명]","명","2245","1660","1246","1185","1119","1981","1256","955","920","700",
"기타범죄","우발적","범죄자[명]","명","17608","18745","20164","22770","23164","26636","24164","27303","30075","29845",
"기타범죄","현실불만","범죄자[명]","명","1959","1969","2166","2296","2170","2447","2084","1678","1781","1716",
"기타범죄","부주의","범죄자[명]","명","21937","20952","23102","24235","24636","36982","33591","29874","31793","29927",
"기타범죄","기타","범죄자[명]","명","91557","87443","86771","95083","97797","126756","104735","81284","80290","77958",
"기타범죄","미상","범죄자[명]","명","47610","43712","47001","51882","58928","71168","68107","73907","78719","77523",
