"죄종별","직업별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"계","계","범죄자[명]","명","1815233","1723815","1741302","1712435","1771390","1847605","1685461","1581922","1585638","1494421",
"계","자영자","범죄자[명]","명","395914","368277","307157","308596","395299","398146","369791","355246","323954","261608",
"계","농.임.수산업","범죄자[명]","명","49666","47455","44563","43716","48716","48243","43298","39372","38711","33209",
"계","광업","범죄자[명]","명","146","149","99","90","137","186","102","104","93","58",
"계","제조업","범죄자[명]","명","11538","9447","6918","6357","8497","8256","7517","6848","6017","4563",
"계","건설업","범죄자[명]","명","30733","27264","30675","30364","36747","40396","38991","35911","32386","26382",
"계","도.소매업","범죄자[명]","명","24068","17835","6168","4603","8590","7464","6648","5328","3624","1820",
"계","무역업","범죄자[명]","명","2479","1957","2086","1910","2046","2040","1832","1617","1459","1421",
"계","요식업","범죄자[명]","명","25390","22443","13618","12742","15225","14746","13609","12467","10896","8404",
"계","숙박업","범죄자[명]","명","3429","3351","2007","1913","2632","2314","1916","2147","2313","1959",
"계","유흥업","범죄자[명]","명","21040","18260","11535","9728","12613","10965","9729","8761","7219","4400",
"계","금융업","범죄자[명]","명","1703","1581","1538","1243","1386","1436","1403","1512","1269","873",
"계","부동산업","범죄자[명]","명","8983","8352","7661","7772","10352","10106","9924","10699","8948","7183",
"계","의료보건업","범죄자[명]","명","1088","1032","495","631","1257","1014","1055","1048","736","341",
"계","차량정비업","범죄자[명]","명","3904","3001","1519","1549","2758","2522","2248","2339","1607","979",
"계","노점","범죄자[명]","명","4622","4197","3407","3565","3977","3557","3015","2582","2188","1489",
"계","행상","범죄자[명]","명","884","640","158","150","250","236","187","179","111","30",
"계","기타사업","범죄자[명]","명","206241","201313","174710","182263","240116","244665","228317","224332","206377","168497",
"계","피고용자","범죄자[명]","명","686948","670413","592642","581940","695098","699638","638860","584352","520682","416513",
"계","교원(사립)","범죄자[명]","명","1392","1358","1672","1838","1874","1631","1495","1681","1486","1043",
"계","사무원","범죄자[명]","명","3714","3088","2374","2363","3044","3250","3277","3152","2836","2283",
"계","기술자","범죄자[명]","명","5887","4729","10346","10613","14201","15076","13535","12710","10791","8458",
"계","점원","범죄자[명]","명","4442","4003","2170","2106","3998","3530","3410","2958","2222","1239",
"계","공원","범죄자[명]","명","7631","5581","4033","3773","4223","4044","3269","2771","2426","2098",
"계","운전사","범죄자[명]","명","97878","98040","83153","81292","89987","87805","81316","80195","74401","59089",
"계","경비원","범죄자[명]","명","4854","4617","4545","4732","6033","5849","5511","5424","4960","4162",
"계","외판원","범죄자[명]","명","1515","5517","5069","5241","6320","6931","5926","5240","4795","3783",
"계","국공영기업체직원","범죄자[명]","명","829","666","332","394","509","426","452","420","319","248",
"계","일반회사원","범죄자[명]","명","305225","293609","296116","293098","324088","329658","291529","269535","245230","202736",
"계","금융기관직원","범죄자[명]","명","2136","2052","1580","1451","2002","1753","1463","1451","1192","992",
"계","유흥업종사자","범죄자[명]","명","13166","9506","6053","5034","6822","6162","5143","4423","4123","2420",
"계","요식업종사자","범죄자[명]","명","15868","12941","10203","10318","13261","13510","12055","10822","9668","7052",
"계","일용노동자","범죄자[명]","명","99703","92664","72790","69677","81342","79560","71121","58767","47024","35772",
"계","기타피고용자","범죄자[명]","명","122708","132042","92206","90010","137394","140453","139358","124803","109209","85138",
"계","전문직","범죄자[명]","명","45031","45609","42600","43833","61707","62017","60088","59467","52893","42115",
"계","의사","범죄자[명]","명","5314","5481","5058","5081","6053","6176","5944","5895","5135","4803",
"계","변호사","범죄자[명]","명","404","465","487","471","529","578","560","651","679","713",
"계","교수","범죄자[명]","명","1134","1230","1042","1211","1364","1172","1144","1242","1205","802",
"계","종교가","범죄자[명]","명","5317","5143","5139","5067","5737","5547","5082","5127","4887","4279",
"계","언론인","범죄자[명]","명","945","1016","907","1022","1195","1311","1146","1395","1206","989",
"계","예술인","범죄자[명]","명","2479","2192","2484","2652","3755","3812","3611","3667","3207","2244",
"계","기타전문직","범죄자[명]","명","29438","30082","27483","28329","43074","43421","42601","41490","36574","28285",
"계","공무원","범죄자[명]","명","11270","11090","9889","9361","11243","12713","11924","12167","12163","11601",
"계","기타","범죄자[명]","명","676070","258435","381372","379159","216246","258065","220219","144197","226520","307015",
"계","학생","범죄자[명]","명","104063","112644","92104","86841","95639","92347","86443","77261","75022","72647",
"계","주부","범죄자[명]","명","43846","45469","42525","43197","47928","45878","40696","37197","36801","29880",
"계","전경.의경","범죄자[명]","명","308","170","114","113","94","101","100","115","97","63",
"계","공익요원","범죄자[명]","명","2402","2529","2285","1902","2260","2312","1847","1692","1192","745",
"계","기타","범죄자[명]","명","","97623","244344","247106","70325","117427","91133","27932","113408","203680",
"계","무직자","범죄자[명]","명","311895","301343","299894","292476","346553","337285","316821","306700","306783","296564",
"계","미상","범죄자[명]","명","213556","68648","107748","97070","45244","79741","67758","119793","142643","159005",
"강력범죄","계","범죄자[명]","명","25346","23789","25351","25065","25821","27071","28927","28302","28943","26971",
"강력범죄","자영자","범죄자[명]","명","3329","3086","2779","2949","3838","3844","4251","4518","4092","3500",
"강력범죄","농.임.수산업","범죄자[명]","명","389","370","407","421","437","423","424","405","408","346",
"강력범죄","광업","범죄자[명]","명","2","2","1","","","","-","-","-","-",
"강력범죄","제조업","범죄자[명]","명","80","61","51","54","96","90","87","85","83","51",
"강력범죄","건설업","범죄자[명]","명","178","159","179","222","278","300","326","372","361","272",
"강력범죄","도.소매업","범죄자[명]","명","203","147","49","32","69","75","67","54","39","23",
"강력범죄","무역업","범죄자[명]","명","34","20","25","18","21","33","36","27","22","14",
"강력범죄","요식업","범죄자[명]","명","247","237","157","140","184","181","218","198","196","153",
"강력범죄","숙박업","범죄자[명]","명","80","60","37","34","41","29","33","51","65","48",
"강력범죄","유흥업","범죄자[명]","명","240","212","112","117","110","97","111","104","98","78",
"강력범죄","금융업","범죄자[명]","명","24","21","18","17","14","15","14","21","18","17",
"강력범죄","부동산업","범죄자[명]","명","59","59","62","71","99","129","116","139","100","90",
"강력범죄","의료보건업","범죄자[명]","명","13","9","6","7","25","10","21","25","14","6",
"강력범죄","차량정비업","범죄자[명]","명","38","36","14","8","28","30","32","44","31","17",
"강력범죄","노점","범죄자[명]","명","53","40","34","35","54","31","36","28","23","13",
"강력범죄","행상","범죄자[명]","명","19","8","3","2","8","2","4","3","1","-",
"강력범죄","기타사업","범죄자[명]","명","1670","1645","1624","1771","2374","2399","2726","2962","2633","2372",
"강력범죄","피고용자","범죄자[명]","명","9127","8478","7731","7620","9383","9540","10394","10046","8949","7277",
"강력범죄","교원(사립)","범죄자[명]","명","27","21","54","66","92","60","86","125","73","33",
"강력범죄","사무원","범죄자[명]","명","99","32","13","29","47","47","46","48","52","32",
"강력범죄","기술자","범죄자[명]","명","95","58","199","187","263","281","336","269","241","181",
"강력범죄","점원","범죄자[명]","명","114","72","55","43","74","66","88","86","67","29",
"강력범죄","공원","범죄자[명]","명","230","213","159","148","162","149","104","93","90","65",
"강력범죄","운전사","범죄자[명]","명","784","782","669","664","722","774","763","781","698","575",
"강력범죄","경비원","범죄자[명]","명","109","95","98","115","133","142","174","158","140","94",
"강력범죄","외판원","범죄자[명]","명","17","76","62","56","75","89","90","76","82","83",
"강력범죄","국공영기업체직원","범죄자[명]","명","17","9","7","10","14","23","10","11","7","9",
"강력범죄","일반회사원","범죄자[명]","명","3397","3282","3523","3529","4132","4327","4813","4725","4443","3868",
"강력범죄","금융기관직원","범죄자[명]","명","27","21","27","18","39","43","34","46","37","22",
"강력범죄","유흥업종사자","범죄자[명]","명","287","146","110","96","103","116","93","81","78","49",
"강력범죄","요식업종사자","범죄자[명]","명","299","221","195","179","236","290","314","296","257","189",
"강력범죄","일용노동자","범죄자[명]","명","1776","1632","1352","1242","1398","1326","1373","1199","954","675",
"강력범죄","기타피고용자","범죄자[명]","명","1849","1818","1208","1238","1893","1807","2070","2052","1730","1373",
"강력범죄","전문직","범죄자[명]","명","691","669","676","684","1063","1126","1244","1383","1162","948",
"강력범죄","의사","범죄자[명]","명","73","90","88","81","105","118","124","138","137","140",
"강력범죄","변호사","범죄자[명]","명","2","5","7","3","2","13","3","14","13","13",
"강력범죄","교수","범죄자[명]","명","20","19","28","22","40","33","34","55","54","15",
"강력범죄","종교가","범죄자[명]","명","111","94","99","87","125","119","109","133","112","109",
"강력범죄","언론인","범죄자[명]","명","11","9","11","14","11","10","21","13","18","18",
"강력범죄","예술인","범죄자[명]","명","47","38","48","59","82","101","116","115","101","64",
"강력범죄","기타전문직","범죄자[명]","명","427","414","395","418","698","732","837","915","727","589",
"강력범죄","공무원","범죄자[명]","명","152","198","178","186","281","340","349","349","358","322",
"강력범죄","기타","범죄자[명]","명","12047","4522","6369","6088","3919","4587","4614","3796","5299","6183",
"강력범죄","학생","범죄자[명]","명","3290","3407","3114","2951","2944","3076","3173","3220","3175","2539",
"강력범죄","주부","범죄자[명]","명","90","74","75","87","82","89","96","92","73","70",
"강력범죄","전경.의경","범죄자[명]","명","20","12","13","11","11","19","16","18","11","6",
"강력범죄","공익요원","범죄자[명]","명","94","91","80","73","99","68","72","70","64","27",
"강력범죄","기타","범죄자[명]","명","","938","3087","2966","783","1335","1257","396","1976","3541",
"강력범죄","무직자","범죄자[명]","명","7320","6569","6428","6314","6835","6577","7061","6709","6968","6270",
"강력범죄","미상","범죄자[명]","명","1233","267","1190","1224","502","1057","1014","1501","2115","2471",
"살인기수","계","범죄자[명]","명","449","446","377","447","389","379","344","350","345","341",
"살인기수","자영자","범죄자[명]","명","54","55","41","50","52","36","41","48","40","34",
"살인기수","농.임.수산업","범죄자[명]","명","11","12","12","17","16","6","6","13","9","4",
"살인기수","광업","범죄자[명]","명","","","","","","","-","-","-","-",
"살인기수","제조업","범죄자[명]","명","2","1","1","1","1","1","-","-","1","-",
"살인기수","건설업","범죄자[명]","명","","2","2","3","5","4","3","3","2","4",
"살인기수","도.소매업","범죄자[명]","명","2","3","1","1","1","","1","-","-","-",
"살인기수","무역업","범죄자[명]","명","1","","","","","1","1","-","-","-",
"살인기수","요식업","범죄자[명]","명","6","3","","2","4","","1","2","2","1",
"살인기수","숙박업","범죄자[명]","명","","","","1","","","-","2","2","-",
"살인기수","유흥업","범죄자[명]","명","3","2","3","1","1","1","-","2","-","2",
"살인기수","금융업","범죄자[명]","명","","","","","","","-","-","-","-",
"살인기수","부동산업","범죄자[명]","명","3","3","","3","4","","1","1","4","3",
"살인기수","의료보건업","범죄자[명]","명","","","","","1","","-","-","-","-",
"살인기수","차량정비업","범죄자[명]","명","2","1","","","","","-","-","-","-",
"살인기수","노점","범죄자[명]","명","","","","1","1","1","-","1","1","-",
"살인기수","행상","범죄자[명]","명","","","","","","","-","-","-","-",
"살인기수","기타사업","범죄자[명]","명","24","28","22","20","18","22","28","24","19","20",
"살인기수","피고용자","범죄자[명]","명","153","129","86","89","130","107","91","101","81","76",
"살인기수","교원(사립)","범죄자[명]","명","1","","","1","1","1","-","1","2","1",
"살인기수","사무원","범죄자[명]","명","1","","1","1","1","","-","1","-","-",
"살인기수","기술자","범죄자[명]","명","5","2","4","4","1","5","5","7","1","2",
"살인기수","점원","범죄자[명]","명","","1","","","1","","-","-","-","-",
"살인기수","공원","범죄자[명]","명","8","11","4","4","6","4","1","-","1","3",
"살인기수","운전사","범죄자[명]","명","23","19","5","6","12","12","4","4","14","10",
"살인기수","경비원","범죄자[명]","명","1","2","4","1","1","","2","1","-","3",
"살인기수","외판원","범죄자[명]","명","","","","","1","","1","1","-","-",
"살인기수","국공영기업체직원","범죄자[명]","명","","","","","","","1","-","-","-",
"살인기수","일반회사원","범죄자[명]","명","32","29","21","29","30","27","29","31","23","22",
"살인기수","금융기관직원","범죄자[명]","명","","","","","","","-","-","-","-",
"살인기수","유흥업종사자","범죄자[명]","명","1","1","2","","1","","1","-","2","1",
"살인기수","요식업종사자","범죄자[명]","명","7","2","2","1","","4","3","3","2","1",
"살인기수","일용노동자","범죄자[명]","명","40","41","27","32","32","23","18","27","20","21",
"살인기수","기타피고용자","범죄자[명]","명","34","21","16","10","43","31","26","25","16","12",
"살인기수","전문직","범죄자[명]","명","15","12","5","15","8","9","4","10","17","5",
"살인기수","의사","범죄자[명]","명","6","2","1","7","3","","1","-","-","3",
"살인기수","변호사","범죄자[명]","명","","","","","","","-","-","-","-",
"살인기수","교수","범죄자[명]","명","1","","","1","1","","-","-","2","-",
"살인기수","종교가","범죄자[명]","명","3","4","1","1","2","1","1","2","3","-",
"살인기수","언론인","범죄자[명]","명","","","","","","","-","-","-","-",
"살인기수","예술인","범죄자[명]","명","2","","1","","","","-","1","1","-",
"살인기수","기타전문직","범죄자[명]","명","3","6","2","6","2","8","2","7","11","2",
"살인기수","공무원","범죄자[명]","명","","","2","6","2","1","2","2","1","4",
"살인기수","기타","범죄자[명]","명","227","44","62","59","32","24","38","14","27","39",
"살인기수","학생","범죄자[명]","명","10","14","7","15","10","3","12","3","8","5",
"살인기수","주부","범죄자[명]","명","17","18","15","12","16","15","14","5","5","10",
"살인기수","전경.의경","범죄자[명]","명","","","","","","","-","-","-","-",
"살인기수","공익요원","범죄자[명]","명","","1","","1","","","-","-","1","-",
"살인기수","기타","범죄자[명]","명","","11","40","31","6","6","12","6","13","24",
"살인기수","무직자","범죄자[명]","명","179","192","155","196","156","180","158","162","159","155",
"살인기수","미상","범죄자[명]","명","21","14","26","32","9","22","10","13","20","28",
"살인미수등","계","범죄자[명]","명","836","610","620","575","586","616","561","516","525","454",
"살인미수등","자영자","범죄자[명]","명","115","86","69","59","84","70","59","45","68","50",
"살인미수등","농.임.수산업","범죄자[명]","명","20","15","23","12","18","17","12","10","13","6",
"살인미수등","광업","범죄자[명]","명","","","","","","","-","-","-","-",
"살인미수등","제조업","범죄자[명]","명","1","2","","","2","3","1","-","-","-",
"살인미수등","건설업","범죄자[명]","명","5","5","9","2","8","10","6","4","8","7",
"살인미수등","도.소매업","범죄자[명]","명","8","5","2","","","2","1","2","-","-",
"살인미수등","무역업","범죄자[명]","명","","","1","","","","-","-","-","1",
"살인미수등","요식업","범죄자[명]","명","10","5","5","4","2","3","4","-","4","4",
"살인미수등","숙박업","범죄자[명]","명","","","","","1","1","1","1","-","-",
"살인미수등","유흥업","범죄자[명]","명","5","12","3","2","1","1","-","-","2","-",
"살인미수등","금융업","범죄자[명]","명","","","","","1","","-","-","-","-",
"살인미수등","부동산업","범죄자[명]","명","2","4","1","1","3","2","4","2","1","2",
"살인미수등","의료보건업","범죄자[명]","명","","","","","","","-","2","-","-",
"살인미수등","차량정비업","범죄자[명]","명","2","","1","","1","","1","-","-","-",
"살인미수등","노점","범죄자[명]","명","1","2","2","4","2","1","2","-","2","1",
"살인미수등","행상","범죄자[명]","명","1","","","","2","1","-","-","-","-",
"살인미수등","기타사업","범죄자[명]","명","60","36","22","34","43","29","27","24","38","29",
"살인미수등","피고용자","범죄자[명]","명","309","217","169","195","184","228","190","207","159","105",
"살인미수등","교원(사립)","범죄자[명]","명","1","1","1","1","","","-","-","1","-",
"살인미수등","사무원","범죄자[명]","명","1","2","1","","","","-","-","-","-",
"살인미수등","기술자","범죄자[명]","명","3","2","4","4","5","5","13","6","11","3",
"살인미수등","점원","범죄자[명]","명","1","1","","","1","","1","1","2","-",
"살인미수등","공원","범죄자[명]","명","21","19","5","5","6","9","3","7","1","2",
"살인미수등","운전사","범죄자[명]","명","34","25","20","30","30","20","20","21","14","10",
"살인미수등","경비원","범죄자[명]","명","1","1","1","1","1","6","2","1","1","-",
"살인미수등","외판원","범죄자[명]","명","2","","","2","","","2","1","1","2",
"살인미수등","국공영기업체직원","범죄자[명]","명","","","","","","","-","-","-","-",
"살인미수등","일반회사원","범죄자[명]","명","56","46","40","51","39","45","40","48","34","29",
"살인미수등","금융기관직원","범죄자[명]","명","1","","","","1","","-","-","1","-",
"살인미수등","유흥업종사자","범죄자[명]","명","6","1","2","","3","1","-","1","1","-",
"살인미수등","요식업종사자","범죄자[명]","명","19","4","6","11","6","7","8","5","10","3",
"살인미수등","일용노동자","범죄자[명]","명","112","73","62","59","58","75","56","69","46","24",
"살인미수등","기타피고용자","범죄자[명]","명","51","42","27","31","34","60","45","47","36","32",
"살인미수등","전문직","범죄자[명]","명","21","6","6","8","12","11","10","15","6","3",
"살인미수등","의사","범죄자[명]","명","2","1","","","1","","2","2","1","-",
"살인미수등","변호사","범죄자[명]","명","","","","","","","-","-","-","-",
"살인미수등","교수","범죄자[명]","명","2","","","1","","","-","-","-","-",
"살인미수등","종교가","범죄자[명]","명","4","2","2","1","1","6","3","2","2","-",
"살인미수등","언론인","범죄자[명]","명","1","","","","1","","-","-","-","-",
"살인미수등","예술인","범죄자[명]","명","2","","1","1","2","","-","1","1","-",
"살인미수등","기타전문직","범죄자[명]","명","10","3","3","5","7","5","5","10","2","3",
"살인미수등","공무원","범죄자[명]","명","3","4","1","1","4","2","2","2","3","4",
"살인미수등","기타","범죄자[명]","명","388","34","97","68","36","41","47","26","36","61",
"살인미수등","학생","범죄자[명]","명","14","7","19","9","13","9","13","14","8","14",
"살인미수등","주부","범죄자[명]","명","11","11","10","6","13","9","8","10","8","9",
"살인미수등","전경.의경","범죄자[명]","명","","","","","","","-","-","-","-",
"살인미수등","공익요원","범죄자[명]","명","1","1","4","1","1","1","1","1","-","1",
"살인미수등","기타","범죄자[명]","명","","15","64","52","9","22","25","1","20","37",
"살인미수등","무직자","범죄자[명]","명","322","253","248","213","254","241","242","199","234","184",
"살인미수등","미상","범죄자[명]","명","40","10","30","31","12","23","11","22","19","47",
"강도","계","범죄자[명]","명","4890","3322","2593","2078","1999","1716","1456","1165","1336","1202",
"강도","자영자","범죄자[명]","명","456","236","147","157","150","143","119","101","99","87",
"강도","농.임.수산업","범죄자[명]","명","23","10","10","6","5","13","10","10","1","2",
"강도","광업","범죄자[명]","명","","","","","","","-","-","-","-",
"강도","제조업","범죄자[명]","명","8","4","2","2","1","","1","-","2","-",
"강도","건설업","범죄자[명]","명","16","9","10","14","12","10","8","11","7","8",
"강도","도.소매업","범죄자[명]","명","43","11","5","1","4","4","6","1","-","-",
"강도","무역업","범죄자[명]","명","3","1","","1","2","6","5","2","1","1",
"강도","요식업","범죄자[명]","명","26","22","8","6","6","2","7","4","3","-",
"강도","숙박업","범죄자[명]","명","7","6","1","","","","-","-","4","2",
"강도","유흥업","범죄자[명]","명","70","35","20","13","11","15","7","5","3","7",
"강도","금융업","범죄자[명]","명","4","","2","6","2","1","-","1","2","1",
"강도","부동산업","범죄자[명]","명","6","2","4","5","4","2","3","-","2","4",
"강도","의료보건업","범죄자[명]","명","","2","","","","","-","-","-","1",
"강도","차량정비업","범죄자[명]","명","2","7","","1","1","2","2","1","1","1",
"강도","노점","범죄자[명]","명","4","2","5","1","2","1","1","1","1","-",
"강도","행상","범죄자[명]","명","3","","","","","","-","-","-","-",
"강도","기타사업","범죄자[명]","명","241","125","80","101","100","87","69","65","72","60",
"강도","피고용자","범죄자[명]","명","1058","708","475","370","413","344","395","235","181","179",
"강도","교원(사립)","범죄자[명]","명","2","","","","","","-","-","-","-",
"강도","사무원","범죄자[명]","명","1","","2","1","1","2","1","2","-","2",
"강도","기술자","범죄자[명]","명","7","","7","10","12","6","7","1","2","3",
"강도","점원","범죄자[명]","명","13","10","1","1","5","1","6","3","2","-",
"강도","공원","범죄자[명]","명","35","28","20","11","27","8","3","3","3","4",
"강도","운전사","범죄자[명]","명","49","32","28","29","21","20","25","15","5","10",
"강도","경비원","범죄자[명]","명","7","4","2","2","1","1","4","2","-","-",
"강도","외판원","범죄자[명]","명","5","8","6","1","1","6","-","4","1","1",
"강도","국공영기업체직원","범죄자[명]","명","","","","","2","","-","-","-","-",
"강도","일반회사원","범죄자[명]","명","240","200","137","106","106","95","136","86","59","62",
"강도","금융기관직원","범죄자[명]","명","","3","","","","","-","-","-","1",
"강도","유흥업종사자","범죄자[명]","명","146","48","35","15","17","17","8","5","3","1",
"강도","요식업종사자","범죄자[명]","명","33","16","9","5","7","9","7","6","3","3",
"강도","일용노동자","범죄자[명]","명","230","190","109","87","98","85","104","55","42","33",
"강도","기타피고용자","범죄자[명]","명","290","169","119","102","115","94","94","53","61","59",
"강도","전문직","범죄자[명]","명","46","30","12","14","20","17","20","11","13","5",
"강도","의사","범죄자[명]","명","1","5","","2","","","-","-","-","1",
"강도","변호사","범죄자[명]","명","","","","1","","2","1","-","-","-",
"강도","교수","범죄자[명]","명","1","","","","","","-","-","1","-",
"강도","종교가","범죄자[명]","명","7","3","2","1","2","2","1","3","-","1",
"강도","언론인","범죄자[명]","명","1","","","","1","","-","-","-","-",
"강도","예술인","범죄자[명]","명","3","1","2","1","2","1","1","2","-","-",
"강도","기타전문직","범죄자[명]","명","33","21","8","9","15","12","17","6","12","3",
"강도","공무원","범죄자[명]","명","1","6","9","6","","2","5","-","1","1",
"강도","기타","범죄자[명]","명","3329","640","537","422","274","272","198","147","270","355",
"강도","학생","범죄자[명]","명","627","522","325","240","224","195","143","124","211","239",
"강도","주부","범죄자[명]","명","26","18","7","20","6","8","10","9","2","6",
"강도","전경.의경","범죄자[명]","명","","","","","","","-","-","-","-",
"강도","공익요원","범죄자[명]","명","21","7","5","8","6","4","3","5","3","-",
"강도","기타","범죄자[명]","명","","93","200","154","38","65","42","9","54","110",
"강도","무직자","범죄자[명]","명","2367","1636","1214","959","1088","835","672","608","686","509",
"강도","미상","범죄자[명]","명","288","66","199","150","54","103","47","63","86","66",
"강간·강제추행","계","범죄자[명]","명","17652","18012","","","","","","","","",
"강간·강제추행","자영자","범죄자[명]","명","2462","2500","","","","","","","","",
"강간·강제추행","농.임.수산업","범죄자[명]","명","292","302","","","","","","","","",
"강간·강제추행","광업","범죄자[명]","명","2","1","","","","","","","","",
"강간·강제추행","제조업","범죄자[명]","명","61","48","","","","","","","","",
"강간·강제추행","건설업","범죄자[명]","명","130","121","","","","","","","","",
"강간·강제추행","도.소매업","범죄자[명]","명","141","123","","","","","","","","",
"강간·강제추행","무역업","범죄자[명]","명","30","19","","","","","","","","",
"강간·강제추행","요식업","범죄자[명]","명","174","187","","","","","","","","",
"강간·강제추행","숙박업","범죄자[명]","명","72","52","","","","","","","","",
"강간·강제추행","유흥업","범죄자[명]","명","156","156","","","","","","","","",
"강간·강제추행","금융업","범죄자[명]","명","19","21","","","","","","","","",
"강간·강제추행","부동산업","범죄자[명]","명","46","45","","","","","","","","",
"강간·강제추행","의료보건업","범죄자[명]","명","12","7","","","","","","","","",
"강간·강제추행","차량정비업","범죄자[명]","명","28","23","","","","","","","","",
"강간·강제추행","노점","범죄자[명]","명","42","33","","","","","","","","",
"강간·강제추행","행상","범죄자[명]","명","15","6","","","","","","","","",
"강간·강제추행","기타사업","범죄자[명]","명","1242","1356","","","","","","","","",
"강간·강제추행","피고용자","범죄자[명]","명","7136","7013","","","","","","","","",
"강간·강제추행","교원(사립)","범죄자[명]","명","22","20","","","","","","","","",
"강간·강제추행","사무원","범죄자[명]","명","95","30","","","","","","","","",
"강간·강제추행","기술자","범죄자[명]","명","74","50","","","","","","","","",
"강간·강제추행","점원","범죄자[명]","명","94","57","","","","","","","","",
"강간·강제추행","공원","범죄자[명]","명","155","151","","","","","","","","",
"강간·강제추행","운전사","범죄자[명]","명","606","633","","","","","","","","",
"강간·강제추행","경비원","범죄자[명]","명","90","85","","","","","","","","",
"강간·강제추행","외판원","범죄자[명]","명","9","63","","","","","","","","",
"강간·강제추행","국공영기업체직원","범죄자[명]","명","17","9","","","","","","","","",
"강간·강제추행","일반회사원","범죄자[명]","명","2987","2920","","","","","","","","",
"강간·강제추행","금융기관직원","범죄자[명]","명","26","18","","","","","","","","",
"강간·강제추행","유흥업종사자","범죄자[명]","명","128","93","","","","","","","","",
"강간·강제추행","요식업종사자","범죄자[명]","명","214","187","","","","","","","","",
"강간·강제추행","일용노동자","범죄자[명]","명","1222","1174","","","","","","","","",
"강간·강제추행","기타피고용자","범죄자[명]","명","1397","1523","","","","","","","","",
"강간·강제추행","전문직","범죄자[명]","명","586","602","","","","","","","","",
"강간·강제추행","의사","범죄자[명]","명","64","80","","","","","","","","",
"강간·강제추행","변호사","범죄자[명]","명","2","5","","","","","","","","",
"강간·강제추행","교수","범죄자[명]","명","16","19","","","","","","","","",
"강간·강제추행","종교가","범죄자[명]","명","89","81","","","","","","","","",
"강간·강제추행","언론인","범죄자[명]","명","8","9","","","","","","","","",
"강간·강제추행","예술인","범죄자[명]","명","38","35","","","","","","","","",
"강간·강제추행","기타전문직","범죄자[명]","명","369","373","","","","","","","","",
"강간·강제추행","공무원","범죄자[명]","명","145","186","","","","","","","","",
"강간·강제추행","기타","범죄자[명]","명","7323","3559","","","","","","","","",
"강간·강제추행","학생","범죄자[명]","명","2471","2670","","","","","","","","",
"강간·강제추행","주부","범죄자[명]","명","12","17","","","","","","","","",
"강간·강제추행","전경.의경","범죄자[명]","명","20","12","","","","","","","","",
"강간·강제추행","공익요원","범죄자[명]","명","71","79","","","","","","","","",
"강간·강제추행","기타","범죄자[명]","명","","781","","","","","","","","",
"강간·강제추행","무직자","범죄자[명]","명","3932","3984","","","","","","","","",
"강간·강제추행","미상","범죄자[명]","명","817","168","","","","","","","","",
"강간","계","범죄자[명]","명","","","5856","5517","5621","5829","5943","5947","6138","6113",
"강간","자영자","범죄자[명]","명","","","674","634","846","862","839","1013","940","761",
"강간","농.임.수산업","범죄자[명]","명","","","112","96","89","95","84","87","96","77",
"강간","광업","범죄자[명]","명","","","","","","","-","-","-","-",
"강간","제조업","범죄자[명]","명","","","11","5","23","15","15","13","15","7",
"강간","건설업","범죄자[명]","명","","","43","38","56","66","63","72","83","57",
"강간","도.소매업","범죄자[명]","명","","","9","5","14","14","15","8","8","7",
"강간","무역업","범죄자[명]","명","","","8","2","7","10","6","6","5","1",
"강간","요식업","범죄자[명]","명","","","38","35","42","39","42","44","43","32",
"강간","숙박업","범죄자[명]","명","","","12","15","15","9","13","17","17","17",
"강간","유흥업","범죄자[명]","명","","","28","35","38","27","31","23","26","19",
"강간","금융업","범죄자[명]","명","","","7","5","3","3","4","8","5","5",
"강간","부동산업","범죄자[명]","명","","","15","12","18","33","27","25","20","21",
"강간","의료보건업","범죄자[명]","명","","","1","1","2","4","4","7","-","2",
"강간","차량정비업","범죄자[명]","명","","","7","1","6","9","9","10","4","3",
"강간","노점","범죄자[명]","명","","","4","8","16","9","9","7","1","-",
"강간","행상","범죄자[명]","명","","","","","1","1","1","-","1","-",
"강간","기타사업","범죄자[명]","명","","","379","376","516","528","516","686","616","513",
"강간","피고용자","범죄자[명]","명","","","1786","1642","2025","2005","2111","1996","1827","1650",
"강간","교원(사립)","범죄자[명]","명","","","9","11","13","6","4","5","3","4",
"강간","사무원","범죄자[명]","명","","","2","4","8","7","5","4","15","8",
"강간","기술자","범죄자[명]","명","","","41","30","70","58","67","54","56","27",
"강간","점원","범죄자[명]","명","","","12","10","19","17","25","26","23","11",
"강간","공원","범죄자[명]","명","","","51","37","26","33","18","20","23","26",
"강간","운전사","범죄자[명]","명","","","145","141","136","159","144","153","133","113",
"강간","경비원","범죄자[명]","명","","","21","13","22","11","13","17","17","7",
"강간","외판원","범죄자[명]","명","","","17","19","21","28","25","22","25","23",
"강간","국공영기업체직원","범죄자[명]","명","","","2","1","2","3","1","2","-","2",
"강간","일반회사원","범죄자[명]","명","","","778","746","870","904","942","941","879","874",
"강간","금융기관직원","범죄자[명]","명","","","4","3","4","6","11","7","7","6",
"강간","유흥업종사자","범죄자[명]","명","","","34","36","38","50","36","28","22","20",
"강간","요식업종사자","범죄자[명]","명","","","50","33","42","58","63","69","58","46",
